ObjectID,Title,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
110873,Quebec Province,[1000],1965,Gelatin silver print,"23 × 35 1/16"" (58.4 × 89.1 cm)",Gift of the artist,224.2009,Photograph,Photography,2009-02-09,Y,http://www.moma.org/collection/works/110873,,,,58.4201,,,89.0589,,
76252,"QUEEN ANNE'S LACE from the series OF NATURE, OF MAN",[5784],1963,"Lithograph, printed in black","irreg composition  28 7/16 x 19 5/8"" (72.3 x 49.8 cm)
sheet  30 1/2 x 22 1/2"" (77.4 x 57.1 cm)","Gift of Kleiner, Bell & Co.",1280.1967,Print,Drawings & Prints,1969-12-04,N,,,,,72.3,,,49.8,,
31943,Quelques bois,"[3809, 3329, 1959, 3752, 3530, 3534, 3759, 6064, 1646, 24409, 3699, 1245, 1817, 2012, 3325]",1898,"15 woodcuts, printed in black","irreg. page  12 15/16 x 9 1/16"" (33 x 23 cm)
Prints: various dimensions.",The Louis E. Stern Collection,1110.1964.1-12,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,33,,,23,,
196001,Quiet Noise,[28099],2011,Portfolio of eight etching and aquatints with chine collé,"plate (see child records): various dimensions; sheet (each): 15 7/16 × 13 5/16"" (39.2 × 33.8 cm)","Acquired through the generosity of John Baldessari, Catie and Donald Marron, and Mary M. and Sash A. Spencer",1687.2015.1-8,Print,Drawings & Prints,2015-10-27,Y,http://www.moma.org/collection/works/196001,,,,0,,,0,,
204597,Raisen Kaigan 49,[47214],2012,Chromogenic color print,"35 7/8 × 23 5/8"" (91.1 × 60 cm)",Fund for the Twenty-First Century,368.2016.x1-x2,Photograph,Photography,2016-05-19,Y,http://www.moma.org/collection/works/204597,,,,91.12268225,,,60.00762002,,
49969,Ratingen Swimming Pool,[7806],1987,Chromogenic color print,"19 1/16 × 23 3/8"" (48.4 × 59.4 cm)",Gift of Werner and Elaine Dannheisser,284.1996,Photograph,Photography,1996-06-13,Y,http://www.moma.org/collection/works/49969,,,,48.4,,,59.4,,
137747,Reading Work Piece (Principle) No. 97,[18701],,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC3760,Print,Fluxus Collection,2008-10-08,N,,,0,,0,,,0,,
135335,Ready Found Art Wheel,[37992],1982,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC2200,(not assigned),Fluxus Collection,2008-10-08,N,,,0,,0,,,0,,
22990,"REBECCA AT THE WELL, plate 12 (volume I, folio 32) from the BIBLE",[1055],1931,"Etching, soft ground etching, and engraving, printed in black","plate  11 7/8 x 9 3/8"" (30.2 x 23.8 cm)",The Louis E. Stern Collection,756.1964.A12,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,30.2,,,23.8,,
106297,Reclining Chair without Arms (Elevation sketch with seated figure [similar to MR 110]),[7166],1930,Pencil on paper,"8 5/16 x 11 5/8"" (21.1 x 29.5 cm)","Mies van der Rohe Archive, gift of the architect",569.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/106297,,,,21.1138,,,29.5276,,
81083,Reclining Nude with Guitar,[3563],1928,Marble,"16 3/8 x 27 5/8 x 13 1/2"" (41.6 x 70.3 x 34.3 cm) including base",Blanchette Hooker Rockefeller Bequest,182.1994,Sculpture,Painting & Sculpture,1994-03-07,Y,http://www.moma.org/collection/works/81083,,34.3,,41.6,,,70.2,,
78842,Red Form on Red Background,[1369],1960,Mixed mediums on canvas,"57 1/2 x 51 1/8"" (145.9 x 129.8 cm)",Given anonymously,113.1961,Painting,Painting & Sculpture,1961-04-11,Y,http://www.moma.org/collection/works/78842,,,,145.9,,,129.8,,
118461,Re-enactment of a Performance from The Hundred Videos,[34915],1995,"Video (color, sound)",1:02 min.,Gift of the artist,1342.1999.67,Video,Media and Performance,1999-03-15,Y,http://www.moma.org/collection/works/118461,,,,,,,,,62
83980,Refugees,[24585],1916,Gelatin silver print,"9 1/2 × 12 1/2"" (24.2 × 31.7 cm)",Thomas Walther Collection. Gift of Thomas Walther,1645.2001,Photograph,Photography,2001-12-13,Y,http://www.moma.org/collection/works/83980,,,,24.2,,,31.7,,
80541,Relation of Lines and Colors,[6091],1939,Oil on board,"28 5/8 x 21"" (72.6 x 53.3 cm)",The Riklis Collection of McCrory Corporation,1079.1983,Painting,Painting & Sculpture,1985-10-25,Y,http://www.moma.org/collection/works/80541,,,,72.6,,,53.3,,
147822,"Remodelling of Modlinger House, Wannsee, Berlin (Basement-floor plan)",[8059],1930,Print,"13 x 17 3/8"" (33 x 44.1 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R11.70,Mies van der Rohe Archive,Architecture & Design,,N,,,,,33.02006604,,,44.13258827,,
94904,Rescue Archaeology - A Project for the Museum of Modern Art,[27427],2000,Colored pencil and pencil on cardstock,"11 x 14"" (27.9 x 35.6 cm)",Purchased with funds given by Susan G. Jacoby in honor of her mother Marjorie L. Goldberger,84.2005,Drawing,Drawings & Prints,2005-02-08,Y,http://www.moma.org/collection/works/94904,,,,27.9401,,,35.5601,,
87685,"Resor House Project, Jackson Hole, Wyoming",[7166],1937,Pencil and colored pencil on paper,"8 1/2 x 13"" (21.6 x 33 cm)","Mies van der Rohe Archive, gift of the architect
",MR3800.301,Mies van der Rohe Archive,Architecture & Design,,N,,,,,21.59,,,33.0201,,
405187,"Restaurant de l’Opéra, 7, rue de la Michodière, Paris",[8595],1908,Gelatin silver print,"Approx. 3 9/16 × 5 1/2"" (9 × 14 cm)",Acquired through the generosity of Jon L. Stryker and Committee on Photography Fund,472.2019.154,Photograph,Photography,,Y,http://www.moma.org/collection/works/405187,,,,,,,,,
122653,Restaurant Florent Postcard,"[23028, 36070]",1990,Offset lithograph,"5 x 7"" (12.7 x 17.8 cm)",Gift of Maira Kalman,1797.2008,Design,Architecture & Design,2008-11-10,Y,http://www.moma.org/collection/works/122653,,,,12.7000254,,,17.78003556,,
207085,Richard Meier letterhead,[3910],1960,Letterpress,"11 × 8 1/2"" (27.9 × 21.6 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1284.2015.9,Design,Architecture & Design,2015-10-19,Y,http://www.moma.org/collection/works/207085,,,,27.94005588,,,21.59004318,,
92957,"Ring-a-ring of roses from In a Spin, the Action of the World on Things, Volume 1",[6905],2002,One from a portfolio of twenty three etchings,"sheet: 35 7/8 x 27 1/2"" (91.2 x 69.9 cm)",The Associates Fund,171.2003.20,Print,Drawings & Prints,2003-06-05,Y,http://www.moma.org/collection/works/92957,,,,91.1862,,,69.8501,,
36346,River Coming in the Middle of the Bush,[4144],1962,Oil on cardboard mounted on composition board,"23 3/8 x 36 1/8"" (59.3 x 91.7 cm)",Gift of Mr. and Mrs. Walter Hochschild,330.1963,Drawing,Drawings & Prints,1963-06-12,Y,http://www.moma.org/collection/works/36346,,,,59.4,,,91.8,,
140493,River Landscape,[1467],1958,Engraving with roulette,"plate: 4 1/2 x 17 3/4"" (11.4 x 45.1 cm); sheet: 8 7/16 x 22 1/2"" (21.5 x 57.2 cm)","Gift of the Dorothy Dehner Foundation for the Visual Arts, New York",929.201,Print,Drawings & Prints,2010-11-17,Y,http://www.moma.org/collection/works/140493,,,,11.4,,,45.1,,
55526,Robert Gould Shaw Memorial by Augustus Saint Gaudens,[17816],1973,Palladium print,"10 1/16 × 12 5/16"" (25.7 × 31.3 cm)",Purchase,603.1976,Photograph,Photography,1976-12-08,Y,http://www.moma.org/collection/works/55526,,,,25.7,,,31.3,,
110125,"Robot 2 from the Technological Dreams Series: no 1, Robots project (Model)","[27786, 27787, 27788]",2007,Starch and epoxy resin,"19 3/4 x 19 3/4"" (50 x 50 cm) diam.",Gift of the Speyer Family Foundation,436.2008,Design,Architecture & Design,2008-05-22,Y,http://www.moma.org/collection/works/110125,,,,50,,,50,,
87419,"Ron Bacardi y Compania, S.A., Administration Building, project, Santiago, Cuba, Column.  Plan, sections.",[7166],1957,Pencil on note paper,"8 1/4 x 6"" (21 x 15.2 cm)","Mies van der Rohe Archive, gift of the architect
",MR5701.318,Mies van der Rohe Archive,Architecture & Design,,N,,,,,20.955,,,15.24,,
1028,"Rooftop Remodeling, Vienna, Austria, Scale model 1:25","[7572, 7573]",1984,"Plastic, wood, metal, cardboard, foamboard, and paint","54 x 42 x 36"" (137.2 x 106.7 x 91.5 cm)",Gift of the architect in honor of Philip Johnson,408.1996,Architecture,Architecture & Design,1996-09-25,Y,http://www.moma.org/collection/works/1028,,91.5,,137.2,,,106.7,,
22252,ROSE DES VENTS,[1055],1920,6 line block reproductions after ink drawings (including title page and duplicate on cover),"page  10 7/16 x 7 13/16"" (26 x 19.9 cm)",The Louis E. Stern Collection,723.1964,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,26,,,19.9,,
64949,Rudolf Rittner as Florian Geyer (Rudolf Rittner als Florian Geyer),[1243],1924,Drypoint,"Plate 8 1/4 x 5 7/8"" (21.0 x 15.0 cm) Sheet 13 9/16 x 10 5/8"" (34.5 x 26.9 cm)",Given anonymously,237.1952,Print,Drawings & Prints,1952-11-07,Y,http://www.moma.org/collection/works/64949,,,,21,,,15,,
52843,"Ruins in Columbia, South Carolina from the album Photographic Views of Sherman's Campaign",[336],1864,Albumen silver print,"10 1/16 × 14 1/8"" (25.6 × 35.9 cm)",Acquired by exchange with the Library of Congress,409.1969.55,Photograph,Photography,1969-05-21,Y,http://www.moma.org/collection/works/52843,,,,25.6,,,35.9,,
60149,S1 from Les Levine LXVI,[3514],1965,"One from a portfolio of thirty-one photolithographs, offset printed","composition: 12 13/16 × 9 3/8"" (32.5 × 23.8 cm); sheet: 14 × 10 1/16"" (35.6 × 25.5 cm)",Gift of the Fischbach Gallery,22.1966.1,Print,Drawings & Prints,1966-01-11,Y,http://www.moma.org/collection/works/60149,,,,32.5,,,23.8,,
60179,S9 from Les Levine LXVI,[3514],1965,"One from a portfolio of thirty-one photolithographs, offset printed","composition: 12 3/4 × 9 7/16"" (32.4 × 24 cm); sheet: 14 × 10 1/16"" (35.5 × 25.5 cm)",Gift of the Fischbach Gallery,22.1966.8,Print,Drawings & Prints,1966-01-11,Y,http://www.moma.org/collection/works/60179,,,,32.4,,,24,,
41135,SAINT CLOUD,[229],1927,Gelatin silver printing-out-paper print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.3029,Photograph,Photography,1968-03-06,N,,,,,,,,,,
11544,Salon album of P.I. Baushev,"[23528, 12660, 24026, 12509, 3263]",1915,"1 collage illustration with pen and ink text by Kruchenykh, 4 pen and ink illustrations (1 with manuscript designs by Terent'ev, 1 by Ser-Gei on pink paper, 2 by Gudiashvili, tipped in, and 1 with wash by Ser-Gei on board mounted on last leaf), and 2 pencil illustrations by Terent'ev; ink manuscript texts by various hands including 1 ink manuscript design by Zdanevich","6 11/16 x 10 1/4"" (17 x 26 cm)",Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),135.2001.1-9,Illustrated Book,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/11544,,,,17,,,26,,
48271,"SANDSTORM IN SPRENGISANDUR, ICELAND",[3150],1976,"Gelatin silver print, printed 1976-78","10 13/16 × 13 3/4"" (27.5 × 34.9 cm)",Gift of the artist,197.1981,Photograph,Photography,1981-05-14,N,,,,,27.5,,,34.9,,
52166,Sarah Bernhardt as Lady Macbeth,[37178],1899,Gelatin silver print,,Gift of Miss Elena Longo,380.1955,Photograph,Photography,1955-11-23,N,,,,,,,,,,
59869,Sarika,[429],1922,Drypoint,"plate: 12 x 8 9/16"" (30.5 x 21.8 cm); sheet: 18 3/4 x 13 1/4"" (47.6 x 33.7 cm)",Gift of J. B. Neumann,12.1932,Print,Drawings & Prints,1932-05-03,Y,http://www.moma.org/collection/works/59869,,,,30.5,,,21.8,,
292299,Sausalito Media Van v.2,"[32176, 32750]",1970,"Video (black and white and color, sound and silent)",2:08 min.,Gift of Chip Lord,1214.2018.1,Video,Media and Performance,2018-11-07,Y,http://www.moma.org/collection/works/292299,,,,,,,,,128
129044,Schiffer Prints: Stimulus Fabrics,[5740],1945,Lithograph,"11 x 8 3/8"" (27.9 x 21.3 cm)",Gift of Radoslav Sutnar,431.2009,Design,Architecture & Design,2009-04-15,Y,http://www.moma.org/collection/works/129044,,,,27.94005588,,,21.27254255,,
119975,Se apartó de la tela (He moved away from the canvas),[1859],1965,Ink on paper,"13 7/8 x 10 1/2"" (35.2 x 26.7 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Jennifer Russell,272.2009,Drawing,Drawings & Prints,2009-02-10,Y,http://www.moma.org/collection/works/119975,,,,35.24257049,,,26.67005334,,
15772,Sea Bird Saga,[4761],1966,"10 lithographs, printed in black","irreg. page  20 x 26 1/8"" (50.8 x 66.3 cm)
Prints:  various dimensions.",John B. Turner Fund,327.1967.1-11,Illustrated Book,Drawings & Prints,1967-04-11,N,,,,,50.8,,,66.3,,
36076,Section of an Enclosure,[4108],1971,Ink and pencil on paper,"42 1/8 x 73 1/8"" (107 x 185.8 cm)",Acquired with matching funds from The Walter Foundation Fund and the National Endowment for the Arts,298.1974,Drawing,Drawings & Prints,1974-05-21,Y,http://www.moma.org/collection/works/36076,,,,107,,,185.8,,
77152,Self Portrait (Autorretrato),[4942],1930,Lithograph,"composition: 15 7/8 x 11 1/4"" (40.3 x 28.6 cm); sheet: 24 7/8 x 18 7/8"" (63.2 x 47.9 cm)",Gift of Abby Aldrich Rockefeller,1557.194,Print,Drawings & Prints,1940-04-05,Y,http://www.moma.org/collection/works/77152,,,,40.3226,,,28.5751,,
63229,"Self Portrait Antrim Hotel, Liverpool",[6618],1977,"Etching and aquatint, with watercolor additions","plate  9 7/8 x 5 7/8"" (25.1 x 14.9 cm)
sheet  10 5/8 x 6 5/8"" (27 x 16.8 cm)",Blanchette Hooker Rockefeller Fund,148.1979,Print,Drawings & Prints,1979-05-01,Y,http://www.moma.org/collection/works/63229,,,,25.1,,,14.9,,
132526,Self-Painting 1,[833],1964,Gelatin silver print,"15 7/8 × 11 15/16"" (40.4 × 30.4 cm)",Gift of Steven Johnson and Walter Sudol,26.201,Photograph,Photography,2010-02-10,Y,http://www.moma.org/collection/works/132526,,,,40.4,,,30.4,,
70451,Self-Portrait (Selbstbildnis),[1243],1920,Etching,"plate: 4 11/16 x 3 9/16"" (11.9 x 9 cm); sheet: 12 15/16 x 9 3/8"" (32.8 x 23.8 cm)",Mrs. Gertrude A. Mellon Fund,521.1966,Print,Drawings & Prints,1966-11-03,Y,http://www.moma.org/collection/works/70451,,,,11.9,,,9,,
55200,Self-Portrait as Robinson & Rejlander,[6001],1964,Gelatin silver print,"7 1/2 × 8"" (19.1 × 20.3 cm)",Purchase,566.1973,Photograph,Photography,1973-11-13,Y,http://www.moma.org/collection/works/55200,,,,19.1,,,20.3,,
46309,Self-Portrait with Camera,[3716],1931,Gelatin silver print,"6 3/4 × 5"" (17.1 × 12.7 cm)",Gift of James Thrall Soby,104.1941,Photograph,Photography,1941-01-16,Y,http://www.moma.org/collection/works/46309,,,,17.1,,,12.7,,
64743,Self-Portrait with Goat (Auto-portrait avec chèvre),[1055],1922,Lithograph,"composition: 16 1/8 x 10 3/8"" (41 x 26.3cm); sheet: 19 15/16 x 14 13/16"" (50.6 x 37.7cm)",Larry Aldrich Fund,226.1952,Print,Drawings & Prints,1952-11-07,Y,http://www.moma.org/collection/works/64743,,,,41,,,26.3,,
187249,"Sharecropper, Hale County, Alabama",[1777],1936,"Gelatin silver print, printed by Rolf Petersen (?)","13 7/8 × 17 3/4"" (35.2 × 45.1 cm)",Purchase,409.2015,Photograph,Photography,2015-05-28,Y,http://www.moma.org/collection/works/187249,,,,35.2,,,45.1,,
6118,Shiseido Eudermine,[6502],1997,Silkscreen,"40 9/16 x 28 3/4"" (103 x 72.8 cm)",Gift of the designer,292.1998,Design,Architecture & Design,1998-04-22,Y,http://www.moma.org/collection/works/6118,,,,103,,,72.8,,
121424,Shoe Journal,[7474],1971,"Artist's book, offset printed","page (each): 5 15/16 x 3 15/16"" (15.1 x 10 cm); overall: 4 5/16 x 6 1/8"" (11 x 15.5 cm)",Mary Joy Thompson Legacy Fund,1227.2008.a-b,Illustrated Book,Drawings & Prints,2008-10-08,Y,http://www.moma.org/collection/works/121424,,,,15.1,,,10,,
137080,"Shoebox marked ""1 1/2"" Fittings""",[21398],,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC3342,(not assigned),Fluxus Collection,2008-10-08,N,,,0,,0,,,0,,
95667,Shore Cottage - Eight Bubbles,[28586],2004,"Ink, watercolor, felt-tip pen, and pencil on paper with digital print","Sheet: 42 x 30"" (106.7 x 76.2 cm)
Photograph: 22 x 15 1/4"" (55.9 x 38.7 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1415.2005.a-b,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95667,,,,76.2001524,,,106.6802134,,
184337,"SIDOR Main Center and Dining Facilities Building, Ciudad Guayana, Venezuela",[45416],1976,Ink on vellum,"25 x 36 1/2"" (63.5 x 92.7 cm)",Gift of Helena Correa de Rigamonti,709.2014.1,Architecture,Architecture & Design,2014-10-06,Y,http://www.moma.org/collection/works/184337,,,,63.500127,,,92.71018542,,
71661,Siesta or Convalescence (La sieste ou la convalescence),[6194],1893,Lithograph,"composition: 11 7/16 x 9 1/16"" (29 x 23.1 cm)",Gift of Abby Aldrich Rockefeller,598.194,Print,Drawings & Prints,1940-04-05,Y,http://www.moma.org/collection/works/71661,,,,29,,,23.1,,
15921,"Signs of the Times II: Mars Rules the Hour (Symbole der Zeit II: Mars regiert die Stunde) (plate, folio 5 verso) from the periodical Der Bildermann, vol. 1, no. 2 (Apr 1916)",[5469],1916,Lithograph,"composition (irreg.): 12 1/2 x 8 1/16"" (31.8 x 20.5 cm); page: 14 x 11"" (35.5 x 28 cm)",Gift of Mrs. Bertha M. Slattery,330.1952.8,Periodical,Drawings & Prints,1952-11-07,Y,http://www.moma.org/collection/works/15921,,,,31.8,,,20.5,,
84656,"Sketchbook: El Golea, II",[1633],1948,Ink on paper,"7 3/8 x 5"" (18.7 x 12.7 cm)",Gift of the artist,1333.1968.40,Drawing,Drawings & Prints,1968-10-10,Y,http://www.moma.org/collection/works/84656,,,,18.7325,,,12.7,,
63262,Skull (Schädel) from The War (Der Krieg),[1559],1924,"Etching from a portfolio of fifty etching, aquatint and drypoints","plate: 10 1/16 x 7 11/16"" (25.5 x 19.6 cm); sheet: 18 1/4 x 13 11/16"" (46.4 x 34.8 cm)",Gift of Abby Aldrich Rockefeller,159.1934.31,Print,Drawings & Prints,1934-07-02,Y,http://www.moma.org/collection/works/63262,,,,25.5,,,19.6,,
69362,Slaves (Sklaven),[4327],1918,Etching and tonal etching,"plate: 12 3/8 x 8 1/16"" (31.4 x 20.4 cm); sheet: 19 3/16 x 13 7/8"" (48.7 x 35.2 cm)",Gift of Abby Aldrich Rockefeller,453.194,Print,Drawings & Prints,1940-04-05,Y,http://www.moma.org/collection/works/69362,,,,31.4,,,20.4,,
57231,Sleeping on Montparnasse,[4036],1938,Gelatin silver print,"19 7/8 × 15 15/16"" (50.5 × 40.5 cm)",Gift of the artist,877.1965,Photograph,Photography,1965-11-09,Y,http://www.moma.org/collection/works/57231,,,,50.5,,,40.5,,
82844,Smelting on the River Blythe (Suffolk),[1724],1888,Photogravure,"7 13/16 × 11 7/16"" (19.8 × 29.1 cm)",Purchase,39.1989.6,Photograph,Photography,1989-03-09,N,,,,,19.8,,,29.1,,
56138,"Snow, Backyards, New York City",[5685],1915,Gelatin silver print,"9 3/4 × 12 1/2"" (24.8 × 31.7 cm)",Gift of Arthur M. Bullowa,693.1978.1,Photograph,Photography,,N,,,,,24.8,,,31.7,,
71631,Soldier Working (Soldat astiquant),[6165],1907,Aquatint and etching,"plate: 7 13/16 x 5 3/4"" (19.8 x 14.6 cm)",Gift of Abby Aldrich Rockefeller,595.194,Print,Drawings & Prints,1940-04-05,Y,http://www.moma.org/collection/works/71631,,,,19.8,,,14.6,,
45313,"SOUTH MAIN STREET, HANNIBAL, MISSOURI",[5873],1985,Gelatin silver print,"10 5/8 × 13 1/4"" (26.9 × 33.6 cm)",Purchase,62.1987,Photograph,Photography,1987-02-19,N,,,,,26.9,,,33.6,,
79143,South Orange,[2765],1981,Synthetic polymer paint and modeling paste on canvas mounted on wood,"57 1/8"" x 6' 1 3/4"" x 7"" (145 x 187 x 17.8 cm)","Acquired through anonymous funds, the Sumner Foundation for the Arts Fund, and purchase",207.1982,Painting,Painting & Sculpture,1982-10-12,Y,http://www.moma.org/collection/works/79143,,17.8,,145,,,187,,
400187,Specimen 52v zima from Voynich Botanical Studies,"[74387, 74388]",2013,Gelatin silver print,"19 1/4 × 15 5/16"" (48.9 × 38.9 cm)
",Gift of the artists,332.2019.18,Photograph,Photography,2019-11-12,Y,http://www.moma.org/collection/works/400187,,,,48.89509779,,,38.89382779,,
164179,Spectacles,[1633],1961,Lithograph,,Gift of Mr. and Mrs. Ralph F. Colin,629.1966.103,Print,Drawings & Prints,1966-12-06,N,,,,,,,,,,
176501,Spill,"[38024, 8247, 44911]",1971,Gelatin silver print,"6 11/16 × 9 11/16"" (17 × 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,1018.2013.427,Photograph,Photography,2013-10-24,Y,http://www.moma.org/collection/works/176501,,,,17,,,24.6,,
81981,Spiral Woman,[710],1951,"Wood, paint, and steel","48 3/4 x 12 x 12"" (124 x 30.6 x 30.6 cm)",Gift of the artist (by exchange),1171.2001,Sculpture,Painting & Sculpture,2001-04-09,Y,http://www.moma.org/collection/works/81981,,30.5,,123.8,,,30.5,,
